291|20
296|483
202|271
347|328
302|188
288|299
409|242
269|215
195|129
267|115
386|108
357|196
343|270
184|198
153|313
218|360
267|410
272|356
250|258
461|317
375|374
327|394
432|401
411|311
472|259
456|194
415|175
448|133
344|142
252|162
143|249
132|163
138|93
147|375
146|426
195|435
191|60
259|67
312|74
373|74
415|65
472|75
503|118
520|182
519|240
519|307
519|371
513|427
421|458
350|445

37|36
9|37
36|9
36|32
8|32
36|8
29|8
9|29
38|37
39|38
28|39
37|28
28|9
10|28
39|10
40|39
40|41
41|10
27|10
26|27
28|26
28|29
7|29
4|7
28|4
11|4
26|11
12|11
6|12
11|6
26|6
13|8
31|8
13|31
7|13
2|13
7|2
18|2
12|18
12|7
30|13
2|30
14|2
15|14
33|15
35|33
33|34
35|34
3|12
5|3
18|5
5|2
17|2
3|17
16|15
17|16
6|3
25|6
26|25
42|41
25|42
43|25
24|43
44|24
19|44
19|19
45|19
22|45
46|22
47|46
48|47
49|48
35|49
21|16
49|21
20|21
20|3
23|6
19|23
22|23
22|20
48|22
1|35
48|1
1|49
37|0
40|0
38|0
